instr,dynamic_util_score,static_util_score,util_score
CUSTOM0,0.037359637590748854,0.037359637590748854,0.07471927518149771
CUSTOM13,0.0,0.0,0.0
CUSTOM14,0.0,0.0,0.0
CUSTOM8,0.2241578255444931,0.2241578255444931,0.4483156510889862
