Run,Model,Frontend,Platform,Target,Setup Cycles,Setup Instructions,Run Cycles,Run Instructions,Deinit Cycles,Deinit Instructions,Total Cycles,Total Instructions,Setup CPI,Run CPI,Total CPI,Simulated Instructions,MIPS,Runtime [s],Validation,Run Stage Time [s],Total ROM,Total RAM,ROM read-only,ROM code,ROM misc,RAM data,RAM zero-init data,Compile Stage Time [s],Load Stage Time [s],Run Instructions (rel.),Features,Postprocesses,Comment,Arch
0,xgboost,embench_iot,mlif,etiss,74,74,3397674,3397674,43,43,3398004,3398004,1.0,1.0,1.0,3415140,5.89218,0.03398004,True,0.611588716506958,108996,2688,42072,66916,8,1708,980,1.7191567420959473,2.4080276489257812e-05,1.0,[],"['config2cols', 'rename_cols', 'compare_rows']",-,rv32im_zicsr_zifencei
1,xgboost,embench_iot,mlif,etiss,74,74,3295274,3295274,43,43,3295604,3295604,1.0,1.0,1.0,3312740,5.43705,0.03295604,True,0.6442563533782959,108980,2688,42072,66900,8,1708,980,1.6882479190826416,1.33514404296875e-05,0.9698617348221166,[],"['config2cols', 'rename_cols', 'compare_rows']",-,rv32im_zicsr_zifencei_xisaac
