label,t0,t1,td
bench_0,1779889702.233000,1779889707.860000,5.627000
trace_0,1779889707.884000,1779889719.300000,11.416000
isaac_0_load,1779889719.319000,1779889733.850000,14.531000
isaac_0_analyze,1779889733.864000,1779889746.040000,12.176000
isaac_0_visualize,1779889746.054000,1779889751.030000,4.976000
isaac_0_pick,1779889751.046000,1779889755.790000,4.744000
isaac_0_cdfg,1779889755.807000,1779889987.040000,231.233000
isaac_0_query,1779889987.056000,1779890014.160000,27.104000
isaac_0_generate,1779890014.183000,1779890023.570000,9.387000
assign_0_enc,1779890023.589000,1779890024.880000,1.291000
isaac_0_etiss,1779890024.892000,1779890028.660000,3.768000
seal5_0_splitted,1779890028.677000,1779890507.860000,479.183000
assign_0_seal5,1779890507.881000,1779890509.230000,1.349000
etiss_0,1779890509.247000,1779890539.060000,29.813000
compare_0,1779890539.078000,1779890554.020000,14.942000
compare_0_per_instr,1779890554.033000,1779890581.620000,27.587000
assign_0_compare_per_instr,1779890581.639000,1779890583.000000,1.361000
filter_0,1779890583.014000,1779890584.420000,1.406000
spec_0_filtered,1779890584.442000,1779890585.050000,.608000
isaac_0_generate_filtered,1779890585.074000,1779890592.820000,7.746000
isaac_0_etiss_filtered,1779890592.839000,1779890595.200000,2.361000
hls_0_filtered,1779890595.218000,1779897724.710000,7129.492000
assign_0_hls_filtered,1779897724.727000,1779897726.180000,1.453000
select_0_filtered,1779897726.198000,1779897742.920000,16.722000
isaac_0_etiss_filtered_selected,1779897742.937000,1779897745.150000,2.213000
hls_0_filtered_selected,1779897745.171000,1779898213.960000,468.789000
assign_0_hls_filtered_selected,1779898213.981000,1779898215.460000,1.479000
compare_0_filtered_selected,1779898215.484000,1779898230.290000,14.806000
assign_0_compare_filtered_selected,1779898230.306000,1779898230.320000,.014000
retrace_0_filtered_selected,1779898230.341000,1779898241.300000,10.959000
reanalyze_0_filtered_selected,1779898241.318000,1779898332.540000,91.222000
assign_0_util_filtered_selected,1779898332.557000,1779898333.520000,.963000
etiss_perf_0_filtered_selected,1779898333.537000,1779898514.650000,181.113000
compare_perf_0_filtered_selected,1779898514.667000,1779898533.310000,18.643000
retrace_perf_0_filtered_selected,1779898533.328000,1779898541.740000,8.412000
report_0,1779898541.756000,1779898542.660000,.904000
