label,t0,t1,td
bench_0,1779462341.023000,1779462352.610000,11.587000
trace_0,1779462352.638000,1779462374.120000,21.482000
isaac_0_load,1779462374.141000,1779462393.420000,19.279000
isaac_0_analyze,1779462393.440000,1779462420.700000,27.260000
isaac_0_visualize,1779462420.719000,1779462429.660000,8.941000
isaac_0_pick,1779462429.682000,1779462437.730000,8.048000
isaac_0_cdfg,1779462437.750000,1779462655.460000,217.710000
isaac_0_query,1779462655.488000,1779462750.470000,94.982000
isaac_0_generate,1779462750.490000,1779462763.550000,13.060000
assign_0_enc,1779462763.578000,1779462766.010000,2.432000
isaac_0_etiss,1779462766.033000,1779462771.240000,5.207000
seal5_0_splitted,1779462771.260000,1779463485.790000,714.530000
assign_0_seal5,1779463485.811000,1779463488.160000,2.349000
etiss_0,1779463488.188000,1779463531.350000,43.162000
compare_0,1779463531.377000,1779463556.910000,25.533000
compare_0_per_instr,1779463556.938000,1779463596.160000,39.222000
assign_0_compare_per_instr,1779463596.186000,1779463598.540000,2.354000
filter_0,1779463598.566000,1779463601.210000,2.644000
spec_0_filtered,1779463601.230000,1779463602.610000,1.380000
isaac_0_generate_filtered,1779463602.630000,1779463613.100000,10.470000
isaac_0_etiss_filtered,1779463613.129000,1779463617.390000,4.261000
hls_0_filtered,1779463617.416000,1779466626.740000,3009.324000
assign_0_hls_filtered,1779466626.759000,1779466629.240000,2.481000
select_0_filtered,1779466629.263000,1779466808.770000,179.507000
isaac_0_etiss_filtered_selected,1779466808.788000,1779466812.030000,3.242000
hls_0_filtered_selected,1779466812.051000,1779467422.410000,610.359000
assign_0_hls_filtered_selected,1779467422.438000,1779467425.230000,2.792000
compare_0_filtered_selected,1779467425.259000,1779467450.230000,24.971000
assign_0_compare_filtered_selected,1779467450.254000,1779467450.270000,.016000
retrace_0_filtered_selected,1779467450.293000,1779467469.210000,18.917000
reanalyze_0_filtered_selected,1779467469.228000,1779467608.790000,139.562000
assign_0_util_filtered_selected,1779467608.814000,1779467610.600000,1.786000
etiss_perf_0_filtered_selected,1779467610.622000,1779467865.240000,254.618000
compare_perf_0_filtered_selected,1779467865.263000,1779467898.090000,32.827000
retrace_perf_0_filtered_selected,1779467898.117000,1779467913.420000,15.303000
report_0,1779467913.441000,1779467914.940000,1.499000
