,Model,Arch,Run Instructions,Run Instructions (rel.),Total ROM,Total RAM,ROM code,ROM code (rel.)
0,picojpeg,rv32im_zicsr_zifencei,3326490,1.0,26976,3624,24740,1.0
1,picojpeg,rv32im_zicsr_zifencei_xisaaccustom0single_xisaaccustom4single_xisaaccustom11single_xisaaccustom21single_xisaaccustom24single_xisaaccustom28single,3066054,0.921708467483744,26672,3624,24436,0.987712206952304
