label,t0,t1,td
bench_0,1779295558.072000,1779295562.410000,4.338000
trace_0,1779295562.438000,1779295571.950000,9.512000
isaac_0_load,1779295571.973000,1779295584.040000,12.067000
isaac_0_analyze,1779295584.062000,1779295590.650000,6.588000
isaac_0_visualize,1779295590.672000,1779295593.540000,2.868000
isaac_0_pick,1779295593.562000,1779295596.500000,2.938000
isaac_0_cdfg,1779295596.528000,1779295623.860000,27.332000
isaac_0_query,1779295623.886000,1779295636.850000,12.964000
isaac_0_generate,1779295636.873000,1779295642.180000,5.307000
assign_0_enc,1779295642.209000,1779295642.920000,.711000
isaac_0_etiss,1779295642.948000,1779295644.750000,1.802000
seal5_0_splitted,1779295644.775000,1779295955.520000,310.745000
assign_0_seal5,1779295955.548000,1779295956.250000,.702000
etiss_0,1779295956.274000,1779295977.130000,20.856000
compare_0,1779295977.152000,1779295987.790000,10.638000
compare_0_per_instr,1779295987.811000,1779295999.690000,11.879000
assign_0_compare_per_instr,1779295999.718000,1779296000.420000,.702000
filter_0,1779296000.440000,1779296001.250000,.810000
spec_0_filtered,1779296001.272000,1779296001.710000,.438000
isaac_0_generate_filtered,1779296001.733000,1779296007.070000,5.337000
isaac_0_etiss_filtered,1779296007.095000,1779296008.820000,1.725000
fake_hls_0_filtered,1779296008.847000,1779296009.700000,.853000
assign_0_fake_hls_filtered,1779296009.727000,1779296010.810000,1.083000
select_0_filtered,1779296010.840000,1779296034.340000,23.500000
isaac_0_etiss_filtered_selected,1779296034.365000,1779296036.060000,1.695000
fake_hls_0_filtered_selected,1779296036.084000,1779296036.990000,.906000
assign_0_fake_hls_filtered_selected,1779296037.012000,1779296038.120000,1.108000
compare_0_filtered_selected,1779296038.147000,1779296048.940000,10.793000
assign_0_compare_filtered_selected,1779296048.962000,1779296048.990000,.028000
retrace_0_filtered_selected,1779296049.010000,1779296057.840000,8.830000
reanalyze_0_filtered_selected,1779296057.862000,1779296116.610000,58.748000
assign_0_util_filtered_selected,1779296116.636000,1779296117.270000,.634000
etiss_perf_0_filtered_selected,1779296117.295000,1779296748.930000,631.635000
compare_perf_0_filtered_selected,1779296748.957000,1779296785.080000,36.123000
retrace_perf_0_filtered_selected,1779296785.112000,1779296791.780000,6.668000
report_0,1779296791.806000,1779296792.480000,.674000
