_Setup Cycles_,_Setup Instructions_,_Run Cycles_,_Run Instructions_,_Deinit Cycles_,_Deinit Instructions_,Total Cycles,Total Instructions,_Setup CPI_,_Run CPI_,Total CPI,_Simulated Instructions_,_MIPS_,_Runtime [s]_,Validation,PerfSim Instructions,PerfSim Cycles,PerfSim CPI,_Run Stage Time [s]_
100,84,1309192,996350,51,43,1309587,996690,1.1904761904761905,1.3139880564058815,1.3139361285856184,1017140,3.23991,0.01309587,True,1017143,1335853,1.31334,1.4696269035339355
