_Setup Cycles_,_Setup Instructions_,_Run Cycles_,_Run Instructions_,_Deinit Cycles_,_Deinit Instructions_,Total Cycles,Total Instructions,_Setup CPI_,_Run CPI_,Total CPI,_Simulated Instructions_,_MIPS_,_Runtime [s]_,Validation,PerfSim Instructions,PerfSim Cycles,PerfSim CPI,_Run Stage Time [s]_
70,54,2856876,2511631,51,43,2861599,2515789,1.2962962962962963,1.1374584881298249,1.1374558836214006,2533280,5.79345,0.02861599,True,2533285,2883931,1.13842,1.6050777435302734
