,num_groups,num_instrs,max_instrs,min_instrs,avg_instrs,min_ii,max_ii,avg_ii,min_lat,max_lat,avg_lat,total_area_estimate,total_area_estimate_with_lifetimes,Variant idx,Variant name,Variant description,Variant details
0,2,2,1,1,1.0,1,1,1.0,3,3,3.0,246.0,246.0,0,V0,all:0,"SG1(II=1, lats={CUSTOM0: 1}, full_lats={CUSTOM0: 3}), SG2(II=1, lats={CUSTOM4: 1}, full_lats={CUSTOM4: 3})"
1,2,2,1,1,1.0,1,1,1.0,3,4,3.5,246.0,246.0,1,V1,all:1,"SG1(II=1, lats={CUSTOM0: 1}, full_lats={CUSTOM0: 3}), SG2(II=1, lats={CUSTOM4: 2}, full_lats={CUSTOM4: 4})"
2,2,2,1,1,1.0,1,2,1.5,3,4,3.5,246.0,246.0,2,V2,all:2,"SG1(II=1, lats={CUSTOM0: 1}, full_lats={CUSTOM0: 3}), SG2(II=2, lats={CUSTOM4: 2}, full_lats={CUSTOM4: 4})"
3,2,2,1,1,1.0,1,1,1.0,3,4,3.5,246.0,246.0,3,V3,all:3,"SG1(II=1, lats={CUSTOM0: 2}, full_lats={CUSTOM0: 4}), SG2(II=1, lats={CUSTOM4: 1}, full_lats={CUSTOM4: 3})"
4,2,2,1,1,1.0,1,1,1.0,4,4,4.0,246.0,246.0,4,V4,all:4,"SG1(II=1, lats={CUSTOM0: 2}, full_lats={CUSTOM0: 4}), SG2(II=1, lats={CUSTOM4: 2}, full_lats={CUSTOM4: 4})"
5,2,2,1,1,1.0,1,2,1.5,4,4,4.0,246.0,246.0,5,V5,all:5,"SG1(II=1, lats={CUSTOM0: 2}, full_lats={CUSTOM0: 4}), SG2(II=2, lats={CUSTOM4: 2}, full_lats={CUSTOM4: 4})"
6,2,2,1,1,1.0,1,2,1.5,3,4,3.5,246.0,246.0,6,V6,all:6,"SG1(II=2, lats={CUSTOM0: 2}, full_lats={CUSTOM0: 4}), SG2(II=1, lats={CUSTOM4: 1}, full_lats={CUSTOM4: 3})"
7,2,2,1,1,1.0,1,2,1.5,4,4,4.0,246.0,246.0,7,V7,all:7,"SG1(II=2, lats={CUSTOM0: 2}, full_lats={CUSTOM0: 4}), SG2(II=1, lats={CUSTOM4: 2}, full_lats={CUSTOM4: 4})"
8,2,2,1,1,1.0,2,2,2.0,4,4,4.0,246.0,246.0,8,V8,all:8,"SG1(II=2, lats={CUSTOM0: 2}, full_lats={CUSTOM0: 4}), SG2(II=2, lats={CUSTOM4: 2}, full_lats={CUSTOM4: 4})"
9,2,2,1,1,1.0,1,1,1.0,3,5,4.0,246.0,246.0,9,V9,all:9,"SG1(II=1, lats={CUSTOM0: 3}, full_lats={CUSTOM0: 5}), SG2(II=1, lats={CUSTOM4: 1}, full_lats={CUSTOM4: 3})"
10,2,2,1,1,1.0,1,1,1.0,4,5,4.5,246.0,246.0,10,V10,all:10,"SG1(II=1, lats={CUSTOM0: 3}, full_lats={CUSTOM0: 5}), SG2(II=1, lats={CUSTOM4: 2}, full_lats={CUSTOM4: 4})"
11,2,2,1,1,1.0,1,2,1.5,4,5,4.5,246.0,246.0,11,V11,all:11,"SG1(II=1, lats={CUSTOM0: 3}, full_lats={CUSTOM0: 5}), SG2(II=2, lats={CUSTOM4: 2}, full_lats={CUSTOM4: 4})"
12,2,2,1,1,1.0,1,3,2.0,3,5,4.0,246.0,246.0,12,V12,all:12,"SG1(II=3, lats={CUSTOM0: 3}, full_lats={CUSTOM0: 5}), SG2(II=1, lats={CUSTOM4: 1}, full_lats={CUSTOM4: 3})"
13,2,2,1,1,1.0,1,3,2.0,4,5,4.5,246.0,246.0,13,V13,all:13,"SG1(II=3, lats={CUSTOM0: 3}, full_lats={CUSTOM0: 5}), SG2(II=1, lats={CUSTOM4: 2}, full_lats={CUSTOM4: 4})"
14,2,2,1,1,1.0,2,3,2.5,4,5,4.5,246.0,246.0,14,V14,all:14,"SG1(II=3, lats={CUSTOM0: 3}, full_lats={CUSTOM0: 5}), SG2(II=2, lats={CUSTOM4: 2}, full_lats={CUSTOM4: 4})"
