label,t0,t1,td
bench_0,1779337489.858000,1779337494.400000,4.542000
trace_0,1779337494.426000,1779337502.710000,8.284000
isaac_0_load,1779337502.732000,1779337513.690000,10.958000
isaac_0_analyze,1779337513.709000,1779337520.560000,6.851000
isaac_0_visualize,1779337520.586000,1779337523.690000,3.104000
isaac_0_pick,1779337523.712000,1779337526.320000,2.608000
isaac_0_cdfg,1779338856.461000,1779338877.280000,20.819000
isaac_0_query,1779341693.545000,1779342005.270000,311.725000
isaac_0_generate,1779342005.290000,1779342012.060000,6.770000
assign_0_enc,1779342012.083000,1779342013.310000,1.227000
isaac_0_etiss,1779342013.331000,1779342016.960000,3.629000
seal5_0_splitted,1779342016.978000,1779342366.130000,349.152000
assign_0_seal5,1779342366.153000,1779342367.140000,.987000
etiss_0,1779342367.160000,1779342390.460000,23.300000
compare_0,1779342390.483000,1779342400.940000,10.457000
compare_0_per_instr,1779342400.954000,1779342424.370000,23.416000
assign_0_compare_per_instr,1779342424.387000,1779342425.400000,1.013000
filter_0,1779342425.412000,1779342426.600000,1.188000
spec_0_filtered,1779342426.623000,1779342427.820000,1.197000
isaac_0_generate_filtered,1779342427.842000,1779342434.050000,6.208000
isaac_0_etiss_filtered,1779342434.076000,1779342436.150000,2.074000
fake_hls_0_filtered,1779435932.659000,1779435935.890000,3.231000
fake_hls_0_filtered,1779437252.596000,1779437256.560000,3.964000
assign_0_fake_hls_filtered,1779437256.584000,1779437260.020000,3.436000
select_0_filtered,1779437260.044000,1779437589.100000,329.056000
isaac_0_etiss_filtered_selected,1779437589.128000,1779437592.850000,3.722000
fake_hls_0_filtered_selected,1779437592.870000,1779437595.090000,2.220000
assign_0_fake_hls_filtered_selected,1779437595.115000,1779437598.060000,2.945000
compare_0_filtered_selected,1779437598.086000,1779437618.530000,20.444000
assign_0_compare_filtered_selected,1779437618.555000,1779437618.580000,.025000
retrace_0_filtered_selected,1779437618.600000,1779437629.910000,11.310000
reanalyze_0_filtered_selected,1779437629.936000,1779437773.140000,143.204000
assign_0_util_filtered_selected,1779437773.159000,1779437775.030000,1.871000
etiss_perf_0_filtered_selected,1779437775.052000,1779438613.550000,838.498000
compare_perf_0_filtered_selected,1779438613.572000,1779438708.440000,94.868000
retrace_perf_0_filtered_selected,1779438708.465000,1779438719.920000,11.455000
report_0,1779438719.941000,1779438721.460000,1.519000
