_Setup Cycles_,_Setup Instructions_,_Run Cycles_,_Run Instructions_,_Deinit Cycles_,_Deinit Instructions_,Total Cycles,Total Instructions,_Setup CPI_,_Run CPI_,Total CPI,_Simulated Instructions_,_MIPS_,_Runtime [s]_,Validation,_Run Stage Time [s]_
74,74,3397674,3397674,43,43,3398005,3398005,1.0,1.0,1.0,3415140,1.25039,0.03398005,True,3.2708089351654053
