_Setup Cycles_,_Setup Instructions_,_Run Cycles_,_Run Instructions_,_Deinit Cycles_,_Deinit Instructions_,Total Cycles,Total Instructions,_Setup CPI_,_Run CPI_,Total CPI,_Simulated Instructions_,_MIPS_,_Runtime [s]_,Validation,_Run Stage Time [s]_
83,83,2295685,2295685,42,42,2299367,2299367,1.0,1.0,1.0,2319740,1.07173,0.02299367,True,2.5458199977874756
