label,t0,t1,td
bench_0,1779457706.165000,1779457714.440000,8.275000
trace_0,1779457714.459000,1779457735.930000,21.471000
isaac_0_load,1779457735.952000,1779457758.180000,22.228000
isaac_0_analyze,1779457758.203000,1779457782.670000,24.467000
isaac_0_visualize,1779457782.693000,1779457791.410000,8.717000
isaac_0_pick,1779457791.429000,1779457797.730000,6.301000
isaac_0_cdfg,1779457797.751000,1779457828.790000,31.039000
isaac_0_query,1779457828.816000,1779457860.340000,31.524000
isaac_0_generate,1779457860.366000,1779457872.680000,12.314000
assign_0_enc,1779457872.708000,1779457874.670000,1.962000
isaac_0_etiss,1779457874.692000,1779457878.950000,4.258000
seal5_0_splitted,1779457878.973000,1779458540.130000,661.157000
assign_0_seal5,1779458540.149000,1779458542.160000,2.011000
etiss_0,1779458542.185000,1779458580.060000,37.875000
compare_0,1779458580.085000,1779458598.550000,18.465000
compare_0_per_instr,1779458598.571000,1779458628.830000,30.259000
assign_0_compare_per_instr,1779458628.851000,1779458630.780000,1.929000
filter_0,1779458630.804000,1779458632.860000,2.056000
spec_0_filtered,1779458632.888000,1779458633.950000,1.062000
isaac_0_generate_filtered,1779458633.976000,1779458646.100000,12.124000
isaac_0_etiss_filtered,1779458646.124000,1779458650.020000,3.896000
hls_0_filtered,1779458650.042000,1779459430.630000,780.588000
assign_0_hls_filtered,1779459430.655000,1779459432.270000,1.615000
select_0_filtered,1779459432.288000,1779459506.730000,74.442000
isaac_0_etiss_filtered_selected,1779459506.748000,1779459507.910000,1.162000
hls_0_filtered_selected,1779459507.930000,1779459877.160000,369.230000
assign_0_hls_filtered_selected,1779459877.180000,1779459879.690000,2.510000
compare_0_filtered_selected,1779459879.714000,1779459900.530000,20.816000
assign_0_compare_filtered_selected,1779459900.547000,1779459900.570000,.023000
retrace_0_filtered_selected,1779459900.592000,1779459918.760000,18.168000
reanalyze_0_filtered_selected,1779459918.781000,1779460089.590000,170.809000
assign_0_util_filtered_selected,1779460089.619000,1779460091.230000,1.611000
etiss_perf_0_filtered_selected,1779460091.251000,1779460457.670000,366.419000
compare_perf_0_filtered_selected,1779460457.713000,1779460484.170000,26.457000
retrace_perf_0_filtered_selected,1779460484.188000,1779460496.450000,12.262000
report_0,1779460496.485000,1779460497.980000,1.495000
