,Model,Arch,Run Instructions,Run Instructions (rel.),Total ROM,Total RAM,ROM code,ROM code (rel.)
0,aha-mont64,rv32im_zicsr_zifencei,5633253,1.0,5872,1236,5796,1.0
1,aha-mont64,rv32im_zicsr_zifencei_xisaaccustom1single_xisaaccustom5single,5145957,0.913496517908924,5808,1236,5732,0.9889579020013802
