,Model,Arch,Run Instructions,Run Instructions (rel.),Total ROM,Total RAM,ROM code,ROM code (rel.)
0,huffbench,rv32im_zicsr_zifencei,2281930,1.0,6244,9936,5668,1.0
1,huffbench,rv32im_zicsr_zifencei_xisaac,2203477,0.9656198919335826,6080,9936,5504,0.9710656316160904
