label,t0,t1,td
bench_0,1779799990.842000,1779799998.770000,7.928000
trace_0,1779799998.793000,1779800014.840000,16.047000
isaac_0_load,1779800014.868000,1779800034.240000,19.372000
isaac_0_analyze,1779800034.264000,1779800050.560000,16.296000
isaac_0_visualize,1779800050.583000,1779800058.810000,8.227000
isaac_0_pick,1779800058.829000,1779800066.150000,7.321000
isaac_0_cdfg,1779800066.172000,1779800101.580000,35.408000
isaac_0_query,1779800101.598000,1779800138.140000,36.542000
isaac_0_generate,1779800138.160000,1779800150.490000,12.330000
assign_0_enc,1779800150.515000,1779800152.190000,1.675000
isaac_0_etiss,1779800152.213000,1779800155.990000,3.777000
seal5_0_splitted,1779800156.009000,1779800829.450000,673.441000
assign_0_seal5,1779800829.477000,1779800831.210000,1.733000
etiss_0,1779800831.235000,1779800865.870000,34.635000
compare_0,1779800865.890000,1779800886.870000,20.980000
compare_0_per_instr,1779800886.888000,1779800912.790000,25.902000
assign_0_compare_per_instr,1779800912.824000,1779800914.430000,1.606000
filter_0,1779800914.453000,1779800916.320000,1.867000
spec_0_filtered,1779800916.342000,1779800917.230000,.888000
isaac_0_generate_filtered,1779800917.257000,1779800929.240000,11.983000
isaac_0_etiss_filtered,1779800929.264000,1779800933.080000,3.816000
hls_0_filtered,1779800933.108000,1779865619.010000,64685.902000
assign_0_hls_filtered,1779865619.034000,1779865621.340000,2.306000
select_0_filtered,1779865621.372000,1779865668.990000,47.618000
isaac_0_etiss_filtered_selected,1779865669.010000,1779865672.830000,3.820000
hls_0_filtered_selected,1779865672.857000,1779866350.860000,678.003000
assign_0_hls_filtered_selected,1779866350.884000,1779866353.160000,2.276000
compare_0_filtered_selected,1779866353.187000,1779866374.420000,21.233000
assign_0_compare_filtered_selected,1779866374.442000,1779866374.470000,.028000
retrace_0_filtered_selected,1779866374.494000,1779866390.380000,15.886000
reanalyze_0_filtered_selected,1779866390.402000,1779866531.340000,140.938000
assign_0_util_filtered_selected,1779866531.412000,1779866532.910000,1.498000
etiss_perf_0_filtered_selected,1779866532.937000,1779866798.300000,265.363000
compare_perf_0_filtered_selected,1779866798.324000,1779866825.830000,27.506000
retrace_perf_0_filtered_selected,1779866825.853000,1779866837.800000,11.947000
report_0,1779866837.825000,1779866839.290000,1.465000
