label,t0,t1,td
bench_0,1779309386.639000,1779309390.630000,3.991000
trace_0,1779309390.647000,1779309397.040000,6.393000
isaac_0_load,1779309397.063000,1779309402.100000,5.037000
isaac_0_analyze,1779309402.124000,1779309405.850000,3.726000
isaac_0_visualize,1779309405.875000,1779309409.490000,3.615000
isaac_0_pick,1779309409.515000,1779309412.830000,3.315000
isaac_0_cdfg,1779309412.855000,1779309429.520000,16.665000
isaac_0_query,1779309429.540000,1779309447.170000,17.630000
isaac_0_generate,1779309447.187000,1779309453.110000,5.923000
assign_0_enc,1779309453.128000,1779309454.000000,.872000
isaac_0_etiss,1779309454.020000,1779309455.710000,1.690000
seal5_0_splitted,1779309455.734000,1779309794.990000,339.256000
assign_0_seal5,1779309795.018000,1779309795.810000,.792000
etiss_0,1779309795.830000,1779309816.890000,21.060000
compare_0,1779309816.910000,1779309825.760000,8.850000
compare_0_per_instr,1779309825.782000,1779309840.900000,15.118000
assign_0_compare_per_instr,1779309840.918000,1779309841.610000,.692000
filter_0,1779309841.634000,1779309842.410000,.776000
spec_0_filtered,1779309842.424000,1779309842.820000,.396000
isaac_0_generate_filtered,1779309842.847000,1779309847.690000,4.843000
isaac_0_etiss_filtered,1779309847.714000,1779309849.170000,1.456000
fake_hls_0_filtered,1779309849.192000,1779309849.920000,.728000
assign_0_fake_hls_filtered,1779309849.945000,1779309851.080000,1.135000
select_0_filtered,1779309851.091000,1779309888.470000,37.379000
isaac_0_etiss_filtered_selected,1779309888.483000,1779309890.310000,1.827000
fake_hls_0_filtered_selected,1779309890.324000,1779309891.130000,.806000
assign_0_fake_hls_filtered_selected,1779309891.155000,1779309892.120000,.965000
compare_0_filtered_selected,1779309892.144000,1779309901.380000,9.236000
assign_0_compare_filtered_selected,1779309901.400000,1779309901.420000,.020000
retrace_0_filtered_selected,1779309901.443000,1779309907.670000,6.227000
reanalyze_0_filtered_selected,1779309907.689000,1779309953.160000,45.471000
assign_0_util_filtered_selected,1779309953.180000,1779309953.780000,.600000
etiss_perf_0_filtered_selected,1779309953.794000,1779310259.250000,305.456000
compare_perf_0_filtered_selected,1779310259.270000,1779310309.240000,49.970000
retrace_perf_0_filtered_selected,1779310309.267000,1779310314.920000,5.653000
report_0,1779310314.942000,1779310315.650000,.708000
