_Setup Cycles_,_Setup Instructions_,_Run Cycles_,_Run Instructions_,_Deinit Cycles_,_Deinit Instructions_,Total Cycles,Total Instructions,_Setup CPI_,_Run CPI_,Total CPI,_Simulated Instructions_,_MIPS_,_Runtime [s]_,Validation,_Run Stage Time [s]_
83,83,3531871,3531871,43,43,3533644,3533644,1.0,1.0,1.0,3551380,1.35434,0.03533644,True,3.2019577026367188
