label,t0,t1,td
bench_0,1779450983.227000,1779450991.130000,7.903000
trace_0,1779450991.151000,1779451008.610000,17.459000
isaac_0_load,1779451008.630000,1779451028.710000,20.080000
isaac_0_analyze,1779451028.737000,1779451046.390000,17.653000
isaac_0_visualize,1779451046.416000,1779451054.840000,8.424000
isaac_0_pick,1779451054.863000,1779451062.350000,7.487000
isaac_0_cdfg,1779451062.375000,1779451082.390000,20.015000
isaac_0_query,1779451082.410000,1779451145.880000,63.470000
isaac_0_generate,1779451145.903000,1779451158.220000,12.317000
assign_0_enc,1779451158.245000,1779451159.270000,1.025000
isaac_0_etiss,1779451159.289000,1779451163.290000,4.001000
seal5_0_splitted,1779451163.315000,1779451846.630000,683.315000
assign_0_seal5,1779451846.650000,1779451847.770000,1.120000
etiss_0,1779451847.792000,1779451883.470000,35.678000
compare_0,1779451883.492000,1779451904.050000,20.558000
compare_0_per_instr,1779451904.071000,1779451927.540000,23.469000
assign_0_compare_per_instr,1779451927.560000,1779451928.670000,1.110000
filter_0,1779451928.689000,1779451930.540000,1.851000
spec_0_filtered,1779451930.567000,1779451931.510000,.943000
isaac_0_generate_filtered,1779451931.532000,1779451943.770000,12.238000
isaac_0_etiss_filtered,1779451943.800000,1779451948.010000,4.210000
fake_hls_0_filtered,1779451948.034000,1779451949.370000,1.336000
assign_0_fake_hls_filtered,1779451949.397000,1779451951.970000,2.573000
select_0_filtered,1779451951.996000,1779451991.060000,39.064000
isaac_0_etiss_filtered_selected,1779451991.085000,1779451994.910000,3.825000
fake_hls_0_filtered_selected,1779451994.936000,1779451996.220000,1.284000
assign_0_fake_hls_filtered_selected,1779451996.238000,1779451998.900000,2.662000
compare_0_filtered_selected,1779451998.928000,1779452019.000000,20.072000
assign_0_compare_filtered_selected,1779452019.021000,1779452019.050000,.029000
retrace_0_filtered_selected,1779452019.071000,1779452035.650000,16.579000
reanalyze_0_filtered_selected,1779452035.679000,1779452176.940000,141.261000
assign_0_util_filtered_selected,1779452176.961000,1779452178.590000,1.629000
etiss_perf_0_filtered_selected,1779452178.614000,1779452437.150000,258.536000
compare_perf_0_filtered_selected,1779452437.170000,1779452474.270000,37.100000
retrace_perf_0_filtered_selected,1779452474.293000,1779452486.490000,12.197000
report_0,1779452486.516000,1779452488.200000,1.684000
