_Setup Cycles_,_Setup Instructions_,_Run Cycles_,_Run Instructions_,_Deinit Cycles_,_Deinit Instructions_,Total Cycles,Total Instructions,_Setup CPI_,_Run CPI_,Total CPI,_Simulated Instructions_,_MIPS_,_Runtime [s]_,Validation,PerfSim Instructions,PerfSim Cycles,PerfSim CPI,_Run Stage Time [s]_
70,54,2436397,2345660,51,43,2436852,2346038,1.2962962962962963,1.0386829293247957,1.038709517919147,2363170,1.66913,0.02436852,True,2363166,2458696,1.04042,2.8331451416015625
