label,t0,t1,td
bench_0,1779283546.303000,1779283550.250000,3.947000
trace_0,1779283550.271000,1779283558.000000,7.729000
isaac_0_load,1779283558.022000,1779283565.030000,7.008000
isaac_0_analyze,1779283565.049000,1779283569.750000,4.701000
isaac_0_visualize,1779283569.773000,1779283573.300000,3.527000
isaac_0_pick,1779283573.323000,1779283576.340000,3.017000
isaac_0_cdfg,1779283576.366000,1779283587.650000,11.284000
isaac_0_query,1779283587.678000,1779283606.150000,18.472000
isaac_0_generate,1779283606.173000,1779283611.330000,5.157000
assign_0_enc,1779283611.352000,1779283612.090000,.738000
isaac_0_etiss,1779283612.112000,1779283613.810000,1.698000
seal5_0_splitted,1779283613.833000,1779283926.990000,313.157000
assign_0_seal5,1779283927.012000,1779283927.730000,.718000
etiss_0,1779283927.753000,1779284795.860000,868.107000
compare_0,1779284795.888000,1779284806.250000,10.362000
compare_0_per_instr,1779284806.272000,1779284817.040000,10.768000
assign_0_compare_per_instr,1779284817.070000,1779284817.750000,.680000
filter_0,1779284817.774000,1779284818.550000,.776000
spec_0_filtered,1779284818.577000,1779284818.990000,.413000
isaac_0_generate_filtered,1779284819.009000,1779284824.160000,5.151000
isaac_0_etiss_filtered,1779284824.186000,1779284825.850000,1.664000
fake_hls_0_filtered,1779284825.873000,1779284826.700000,.827000
assign_0_fake_hls_filtered,1779284826.728000,1779284827.800000,1.072000
select_0_filtered,1779284827.827000,1779284840.110000,12.283000
isaac_0_etiss_filtered_selected,1779284840.137000,1779284841.790000,1.653000
fake_hls_0_filtered_selected,1779284841.811000,1779284842.660000,.849000
assign_0_fake_hls_filtered_selected,1779284842.689000,1779284843.790000,1.101000
compare_0_filtered_selected,1779284843.811000,1779284854.160000,10.349000
assign_0_compare_filtered_selected,1779284854.184000,1779284854.210000,.026000
retrace_0_filtered_selected,1779284854.232000,1779284861.460000,7.228000
reanalyze_0_filtered_selected,1779284861.481000,1779284911.190000,49.709000
assign_0_util_filtered_selected,1779284911.215000,1779284911.800000,.585000
etiss_perf_0_filtered_selected,1779284911.818000,1779285293.950000,382.132000
compare_perf_0_filtered_selected,1779285293.975000,1779285310.220000,16.245000
retrace_perf_0_filtered_selected,1779285310.246000,1779285316.580000,6.334000
report_0,1779285316.603000,1779285317.290000,.687000
