Run,Model,Frontend,Platform,Target,Setup Cycles,Setup Instructions,Run Cycles,Run Instructions,Deinit Cycles,Deinit Instructions,Total Cycles,Total Instructions,Setup CPI,Run CPI,Total CPI,Simulated Instructions,MIPS,Runtime [s],Validation,Run Stage Time [s],Total ROM,Total RAM,ROM read-only,ROM code,ROM misc,RAM data,RAM zero-init data,Compile Stage Time [s],Load Stage Time [s],Run Instructions (rel.),Features,Postprocesses,Comment,Arch
0,sglib-combined,embench,mlif,etiss,84,84,2415224,2415224,43,43,2419112,2419112,1.0,1.0,1.0,2439490,3.61146,0.02419112,True,0.7056982517242432,73692,11380,3312,70372,8,1708,9672,1.9741253852844238,2.1457672119140625e-05,1.0,[],"['config2cols', 'rename_cols', 'compare_rows']",-,rv32im_zicsr_zifencei
1,sglib-combined,embench,mlif,etiss,83,83,2286985,2286985,42,42,2290667,2290667,1.0,1.0,1.0,2311040,2.92744,0.02290667,True,0.826420783996582,73528,11380,3312,70208,8,1708,9672,2.0882976055145264,1.049041748046875e-05,0.9469038896599239,[],"['config2cols', 'rename_cols', 'compare_rows']",-,rv32im_zicsr_zifencei_xisaac
