Run,Model,Frontend,Platform,Target,Setup Cycles,Setup Instructions,Run Cycles,Run Instructions,Deinit Cycles,Deinit Instructions,Total Cycles,Total Instructions,Setup CPI,Run CPI,Total CPI,Simulated Instructions,MIPS,Runtime [s],Validation,Run Stage Time [s],Total ROM,Total RAM,ROM read-only,ROM code,ROM misc,RAM data,RAM zero-init data,Compile Stage Time [s],Load Stage Time [s],Run Instructions (rel.),Features,Postprocesses,Comment,Arch
0,ud,embench,mlif,etiss,56,56,2520073,2520073,43,43,2520623,2520623,1.0,1.0,1.0,2538410,4.47642,0.02520623,True,0.6007752418518066,70012,4452,2512,67492,8,1708,2744,1.3325893878936768,1.8596649169921875e-05,1.0,[],"['config2cols', 'rename_cols', 'compare_rows']",-,rv32im_zicsr_zifencei
1,ud,embench,mlif,etiss,55,55,2404788,2404788,42,42,2405332,2405332,1.0,1.0,1.0,2423110,4.14958,0.02405332,True,0.6218085289001465,69960,4452,2512,67440,8,1708,2744,1.329864740371704,1.0728836059570312e-05,0.9542533093287378,[],"['config2cols', 'rename_cols', 'compare_rows']",-,rv32im_zicsr_zifencei_xisaac
