Run,Model,Frontend,Platform,Target,Setup Cycles,Setup Instructions,Run Cycles,Run Instructions,Deinit Cycles,Deinit Instructions,Total Cycles,Total Instructions,Setup CPI,Run CPI,Total CPI,Simulated Instructions,MIPS,Runtime [s],Validation,Run Stage Time [s],Total ROM,Total RAM,ROM read-only,ROM code,ROM misc,RAM data,RAM zero-init data,Compile Stage Time [s],Load Stage Time [s],Run Instructions (rel.),Features,Postprocesses,Comment,Arch
0,qrduino,embench,mlif,etiss,54,54,2828818,2828818,43,43,2829208,2829208,1.0,1.0,1.0,2849370,2.18908,0.02829208,True,1.349135160446167,81500,10932,4048,77444,8,1708,9224,2.337175130844116,3.0040740966796875e-05,1.0,[],"['config2cols', 'rename_cols', 'compare_rows']",-,rv32im_zicsr_zifencei
1,qrduino,embench,mlif,etiss,54,54,2392578,2392578,43,43,2392968,2392968,1.0,1.0,1.0,2413130,1.49923,0.02392968,True,1.66444730758667,80860,10932,4048,76804,8,1708,9224,2.4260594844818115,1.621246337890625e-05,0.8457871803700344,[],"['config2cols', 'rename_cols', 'compare_rows']",-,rv32im_zicsr_zifencei_xisaac
