instr,dynamic_util_score,static_util_score,util_score
CUSTOM0,0.041398308156425825,0.041398308156425825,0.08279661631285165
CUSTOM2,0.018481387569832957,0.018481387569832957,0.036962775139665914
CUSTOM3,0.0022870717117668285,0.0022870717117668285,0.004574143423533657
