Run,Model,Frontend,Platform,Target,Setup Cycles,Setup Instructions,Run Cycles,Run Instructions,Deinit Cycles,Deinit Instructions,Total Cycles,Total Instructions,Setup CPI,Run CPI,Total CPI,Simulated Instructions,MIPS,Runtime [s],Validation,Run Stage Time [s],Total ROM,Total RAM,ROM read-only,ROM code,ROM misc,RAM data,RAM zero-init data,Compile Stage Time [s],Load Stage Time [s],Run Instructions (rel.),Features,Postprocesses,Comment,Arch
0,nettle-aes,embench,mlif,etiss,54,54,3582415,3582415,43,43,3586573,3586573,1.0,1.0,1.0,3604070,8.07369,0.03586573,True,0.4818391799926758,82204,4232,12256,69940,8,2252,1980,1.2385690212249756,3.2901763916015625e-05,1.0,[],"['config2cols', 'rename_cols', 'compare_rows']",-,rv32im_zicsr_zifencei
1,nettle-aes,embench,mlif,etiss,53,53,2508510,2508510,42,42,2512662,2512662,1.0,1.0,1.0,2530150,5.8812,0.02512662,True,0.4653332233428955,81896,4232,12256,69632,8,2252,1980,1.237332820892334,2.47955322265625e-05,0.7002287562998704,[],"['config2cols', 'rename_cols', 'compare_rows']",-,rv32im_zicsr_zifencei_xisaac
