_Setup Cycles_,_Setup Instructions_,_Run Cycles_,_Run Instructions_,_Deinit Cycles_,_Deinit Instructions_,Total Cycles,Total Instructions,_Setup CPI_,_Run CPI_,Total CPI,_Simulated Instructions_,_MIPS_,_Runtime [s]_,Validation,PerfSim Instructions,PerfSim Cycles,PerfSim CPI,_Run Stage Time [s]_
100,84,3107962,2295686,51,43,3114208,2299374,1.1904761904761905,1.353827134895626,1.3543721030158644,2319820,2.51767,0.03114208,True,2319820,3140475,1.35376,2.1530516147613525
