_Setup Cycles_,_Setup Instructions_,_Run Cycles_,_Run Instructions_,_Deinit Cycles_,_Deinit Instructions_,Total Cycles,Total Instructions,_Setup CPI_,_Run CPI_,Total CPI,_Simulated Instructions_,_MIPS_,_Runtime [s]_,Validation,PerfSim Instructions,PerfSim Cycles,PerfSim CPI,_Run Stage Time [s]_
99,83,4679239,3531871,51,43,4681670,3533644,1.1927710843373494,1.324861242100858,1.324884453555593,3551380,6.12828,0.0468167,True,3551381,4704323,1.32465,1.785416603088379
