,Model,Arch,Run Instructions,Run Instructions (rel.),Total ROM,Total RAM,ROM code,ROM code (rel.)
0,picojpeg,rv32im_zicsr_zifencei,3326490,1.0,26976,3624,24740,1.0
1,picojpeg,rv32im_zicsr_zifencei_xisaaccustom0single,3249270,0.9767863423608668,26928,3624,24692,0.9980598221503638
2,picojpeg,rv32im_zicsr_zifencei_xisaaccustom1single,3326490,1.0,26976,3624,24740,1.0
3,picojpeg,rv32im_zicsr_zifencei_xisaaccustom2single,3246293,0.975891405054577,26892,3624,24656,0.9966046887631366
4,picojpeg,rv32im_zicsr_zifencei_xisaaccustom3single,3326490,1.0,26976,3624,24740,1.0
5,picojpeg,rv32im_zicsr_zifencei_xisaaccustom4single,3283482,0.987071056879774,26912,3624,24676,0.997413096200485
6,picojpeg,rv32im_zicsr_zifencei_xisaaccustom5single,3326490,1.0,26976,3624,24740,1.0
7,picojpeg,rv32im_zicsr_zifencei_xisaaccustom6single,3326490,1.0,26976,3624,24740,1.0
8,picojpeg,rv32im_zicsr_zifencei_xisaaccustom7single,3326490,1.0,26976,3624,24740,1.0
9,picojpeg,rv32im_zicsr_zifencei_xisaaccustom8single,3283482,0.987071056879774,26912,3624,24676,0.997413096200485
10,picojpeg,rv32im_zicsr_zifencei_xisaaccustom9single,3326490,1.0,26976,3624,24740,1.0
11,picojpeg,rv32im_zicsr_zifencei_xisaaccustom10single,3326490,1.0,26976,3624,24740,1.0
12,picojpeg,rv32im_zicsr_zifencei_xisaaccustom11single,3240474,0.9741421137595484,26816,3624,24580,0.9935327405012128
13,picojpeg,rv32im_zicsr_zifencei_xisaaccustom12single,3304986,0.9935355284398872,26944,3624,24708,0.9987065481002424
14,picojpeg,rv32im_zicsr_zifencei_xisaaccustom13single,3286986,0.988124419433096,26880,3624,24644,0.9961196443007276
15,picojpeg,rv32im_zicsr_zifencei_xisaaccustom14single,3326490,1.0,26976,3624,24740,1.0
16,picojpeg,rv32im_zicsr_zifencei_xisaaccustom15single,3326490,1.0,26976,3624,24740,1.0
17,picojpeg,rv32im_zicsr_zifencei_xisaaccustom16single,3326490,1.0,26976,3624,24740,1.0
18,picojpeg,rv32im_zicsr_zifencei_xisaaccustom17single,3240474,0.9741421137595484,26816,3624,24580,0.9935327405012128
19,picojpeg,rv32im_zicsr_zifencei_xisaaccustom18single,3326490,1.0,26976,3624,24740,1.0
20,picojpeg,rv32im_zicsr_zifencei_xisaaccustom19single,3250794,0.9772444829234418,26848,3624,24612,0.99482619240097
21,picojpeg,rv32im_zicsr_zifencei_xisaaccustom20single,3326490,1.0,26976,3624,24740,1.0
22,picojpeg,rv32im_zicsr_zifencei_xisaaccustom21single,3283482,0.987071056879774,26832,3624,24596,0.9941794664510912
23,picojpeg,rv32im_zicsr_zifencei_xisaaccustom22single,3326490,1.0,26976,3624,24740,1.0
24,picojpeg,rv32im_zicsr_zifencei_xisaaccustom23single,3326490,1.0,26976,3624,24740,1.0
25,picojpeg,rv32im_zicsr_zifencei_xisaaccustom24single,3304986,0.9935355284398872,26944,3624,24708,0.9987065481002424
26,picojpeg,rv32im_zicsr_zifencei_xisaaccustom25single,3326490,1.0,26976,3624,24740,1.0
27,picojpeg,rv32im_zicsr_zifencei_xisaaccustom26single,3283482,0.987071056879774,26832,3624,24596,0.9941794664510912
28,picojpeg,rv32im_zicsr_zifencei_xisaaccustom27single,3326490,1.0,26976,3624,24740,1.0
29,picojpeg,rv32im_zicsr_zifencei_xisaaccustom28single,3250794,0.9772444829234418,26848,3624,24612,0.99482619240097
