Run,Model,Frontend,Platform,Target,Setup Cycles,Setup Instructions,Run Cycles,Run Instructions,Deinit Cycles,Deinit Instructions,Total Cycles,Total Instructions,Setup CPI,Run CPI,Total CPI,Simulated Instructions,MIPS,Runtime [s],Validation,Run Stage Time [s],Total ROM,Total RAM,ROM read-only,ROM code,ROM misc,RAM data,RAM zero-init data,Compile Stage Time [s],Load Stage Time [s],Run Instructions (rel.),Features,Postprocesses,Comment,Arch
0,aha-mont64,embench,mlif,etiss,90,90,5633253,5633253,43,43,5633598,5633598,1.0,1.0,1.0,5650730,5.74323,0.05633598,True,1.0343444347381592,71708,2708,2512,69188,8,1708,1000,2.4146111011505127,3.24249267578125e-05,1.0,[],"['config2cols', 'rename_cols', 'compare_rows']",-,rv32im_zicsr_zifencei
1,aha-mont64,embench,mlif,etiss,90,90,5145957,5145957,43,43,5146302,5146302,1.0,1.0,1.0,5163430,4.75139,0.05146302,True,1.1458418369293213,71644,2708,2512,69124,8,1708,1000,2.4565305709838867,1.6689300537109375e-05,0.913496517908924,[],"['config2cols', 'rename_cols', 'compare_rows']",-,rv32im_zicsr_zifencei_xisaac
