Run,Model,Frontend,Platform,Target,Setup Cycles,Setup Instructions,Run Cycles,Run Instructions,Deinit Cycles,Deinit Instructions,Total Cycles,Total Instructions,Setup CPI,Run CPI,Total CPI,Simulated Instructions,MIPS,Runtime [s],Validation,Run Stage Time [s],Total ROM,Total RAM,ROM read-only,ROM code,ROM misc,RAM data,RAM zero-init data,Compile Stage Time [s],Load Stage Time [s],Run Instructions (rel.),Features,Postprocesses,Comment,Arch
0,crc32,embench,mlif,etiss,55,55,4005445,4005445,43,43,4005758,4005758,1.0,1.0,1.0,4022900,3.89989,0.04005758,True,1.0827884674072266,70060,2704,3536,66516,8,1708,996,2.1670851707458496,3.552436828613281e-05,1.0,[],"['config2cols', 'rename_cols', 'compare_rows']",-,rv32im_zicsr_zifencei
1,crc32,embench,mlif,etiss,54,54,3135044,3135044,42,42,3135351,3135351,1.0,1.0,1.0,3152480,2.83156,0.03135351,True,1.1669459342956543,70024,2704,3536,66480,8,1708,996,2.2124712467193604,2.956390380859375e-05,0.7826955556748376,[],"['config2cols', 'rename_cols', 'compare_rows']",-,rv32im_zicsr_zifencei_xisaac
