instr,dynamic_util_score,static_util_score,util_score
CUSTOM3,0.08692248080595036,0.08692248080595036,0.17384496161190072
CUSTOM6,0.04346124040297518,0.04346124040297518,0.08692248080595036
CUSTOM7,0.04346124040297518,0.04346124040297518,0.08692248080595036
CUSTOM8,0.04346124040297518,0.04346124040297518,0.08692248080595036
