_Setup Cycles_,_Setup Instructions_,_Run Cycles_,_Run Instructions_,_Deinit Cycles_,_Deinit Instructions_,Total Cycles,Total Instructions,_Setup CPI_,_Run CPI_,Total CPI,_Simulated Instructions_,_MIPS_,_Runtime [s]_,Validation,_Run Stage Time [s]_
90,90,5145957,5145957,43,43,5146302,5146302,1.0,1.0,1.0,5163430,4.75139,0.05146302,True,1.1458418369293213
