_Setup Cycles_,_Setup Instructions_,_Run Cycles_,_Run Instructions_,_Deinit Cycles_,_Deinit Instructions_,Total Cycles,Total Instructions,_Setup CPI_,_Run CPI_,Total CPI,_Simulated Instructions_,_MIPS_,_Runtime [s]_,Validation,PerfSim Instructions,PerfSim Cycles,PerfSim CPI,_Run Stage Time [s]_
72,56,3862107,2404789,51,43,3862791,2405339,1.2857142857142858,1.6060065976682363,1.6059237388160255,2423120,2.70796,0.03862791,True,2423119,3885503,1.60351,2.1544361114501953
