Run,Model,Frontend,Platform,Target,Setup Cycles,Setup Instructions,Run Cycles,Run Instructions,Deinit Cycles,Deinit Instructions,Total Cycles,Total Instructions,Setup CPI,Run CPI,Total CPI,Simulated Instructions,MIPS,Runtime [s],Validation,PerfSim Instructions,PerfSim Cycles,PerfSim CPI,Run Stage Time [s],Total ROM,Total RAM,ROM read-only,ROM code,ROM misc,RAM data,RAM zero-init data,Compile Stage Time [s],Load Stage Time [s],Features,Config,Postprocesses,Comment
0,ud,embench,mlif,etiss_perf,72,56,3862107,2404789,51,43,3862791,2405339,1.2857142857142858,1.6060065976682363,1.6059237388160255,2423120,2.70796,0.03862791,True,2423119,3885503,1.60351,2.1544361114501953,69976,4452,2512,67456,8,1708,2744,1.5631840229034424,2.47955322265625e-05,"['perf_sim', 'llvm_basic_block_sections']","{'embench.use_inout_data': False, 'embench.gen_data': False, 'embench.gen_data_fill_mode': None, 'embench.gen_data_file': None, 'embench.gen_data_number': None, 'embench.gen_data_fmt': None, 'embench.gen_ref_data': False, 'embench.gen_ref_data_mode': None, 'embench.gen_ref_data_file': None, 'embench.gen_ref_data_fmt': None, 'embench.gen_ref_labels': False, 'embench.gen_ref_labels_mode': None, 'embench.gen_ref_labels_file': None, 'embench.gen_ref_labels_fmt': None, 'etiss_perf.abi': 'ilp32', 'etiss_perf.cpu_arch': 'XIsaacCore', 'etiss_perf.arch': 'rv32im_zicsr_zifencei_xisaaccustom0single_xisaaccustom2single', 'etiss_perf.plugins': ['PerformanceEstimatorPlugin'], 'etiss_perf.extra_plugin_config': {'perfEst': {'uArch': 'CV32E40PXISAAC'}}, 'riscv_gcc_rv64.name': None, 'riscv_gcc_rv32.name': 'riscv32-unknown-elf', 'mlif.toolchain': 'llvm', 'riscv_gcc.name': None, 'riscv_gcc_rv32.variant': 'unknown', 'riscv_gcc_rv64.variant': None, 'boost.install_dir': None, 'riscv_gcc_rv64.install_dir': None, 'etiss.exe': None, 'riscv_gcc.install_dir': None, 'riscv_gcc.variant': None, 'etiss_perf.print_outputs': False, 'etiss_perf.repeat': None, 'etiss_perf.temp_dir_base': None, 'etiss_perf.fclk': 100000000.0, 'etiss_perf.xlen': 32, 'etiss_perf.embedded': False, 'etiss_perf.compressed': True, 'etiss_perf.atomic': True, 'etiss_perf.multiply': True, 'etiss_perf.timeout_sec': 0, 'etiss_perf.extensions': [], 'etiss_perf.fpu': 'double', 'etiss_perf.cmodel': None, 'etiss_perf.cpu': None, 'etiss_perf.enable_vext': False, 'etiss_perf.vext_spec': 1.0, 'etiss_perf.embedded_vext': False, 'etiss_perf.vlen': 0, 'etiss_perf.elen': 32, 'etiss_perf.gdbserver_enable': False, 'etiss_perf.gdbserver_attach': False, 'etiss_perf.gdbserver_port': 2222, 'etiss_perf.debug_etiss': False, 'etiss_perf.trace_memory': False, 'etiss_perf.verbose': False, 'etiss_perf.rom_start': 16777216, 'etiss_perf.rom_size': 8388608, 'etiss_perf.ram_start': 25165824, 'etiss_perf.ram_size': 67108864, 'etiss_perf.cycle_time_ps': 31250, 'etiss_perf.enable_pext': False, 'etiss_perf.pext_spec': 0.96, 'etiss_perf.jit': 'TCC', 'etiss_perf.allow_error': False, 'etiss_perf.max_block_size': None, 'etiss_perf.enable_xcorevmac': False, 'etiss_perf.enable_xcorevmem': False, 'etiss_perf.enable_xcorevbi': False, 'etiss_perf.enable_xcorevalu': False, 'etiss_perf.enable_xcorevbitmanip': False, 'etiss_perf.enable_xcorevsimd': False, 'etiss_perf.enable_xcorevhwlp': False, 'etiss_perf.extra_int_config': {}, 'etiss_perf.extra_bool_config': {}, 'etiss_perf.extra_string_config': {}, 'etiss_perf.use_run_helper': False, 'etiss_perf.exit_on_loop': False, 'etiss_perf.log_pc': False, 'etiss_perf.log_level': None, 'etiss_perf.enable_semihosting': True, 'etiss_perf.jit_gcc_cleanup': True, 'etiss_perf.jit_verify': False, 'etiss_perf.jit_debug': False, 'etiss_perf.load_integrated_libraries': True, 'etiss_perf.use_stats_file': False, 'etiss_perf.final_arch': 'rv32im_zicsr_zifencei_xisaaccustom0single_xisaaccustom2single', 'etiss_perf.final_abi': 'ilp32', 'mlif.debug_symbols': '1', 'mlif.unroll_loops': '0', 'mlif.optimize': '3', 'mlif.global_isel': '0', 'srecord.install_dir': None, 'iree.install_dir': None, 'cmake.exe': None, 'mlif.print_outputs': False, 'mlif.debug': False, 'mlif.build_dir': None, 'mlif.num_threads': 64, 'mlif.template': 'embench', 'mlif.template_version': None, 'mlif.ignore_data': True, 'mlif.skip_check': False, 'mlif.fail_on_error': False, 'mlif.model_support_dir': None, 'mlif.prebuild_lib_path': None, 'mlif.input_data_path': None, 'mlif.output_data_path': None, 'mlif.mem_only': False, 'mlif.verbose_makefile': False, 'mlif.lto': False, 'mlif.slim_cpp': True, 'mlif.garbage_collect': True, 'mlif.strip_strings': False, 'mlif.inline_functions': None, 'mlif.goal': 'generic_mlonmcu', 'mlif.set_inputs': False, 'mlif.set_inputs_interface': None, 'mlif.get_outputs': False, 'mlif.get_outputs_interface': None, 'mlif.get_outputs_fmt': None, 'mlif.batch_size': None, 'mlif.model_support_file': None, 'mlif.model_support_lib': None, 'mlif.fuse_ld': None, 'mlif.extend_attrs': False, 'mlif.ccache': False, 'perf_sim.core': 'cv32e40pxisaac', 'perf_sim.enabled': True, 'perf_sim.estimator': True, 'perf_sim.trace_asm': False, 'perf_sim.trace_instr': False, 'perf_sim.to_file': False, 'llvm_basic_block_sections.enabled': True}",[],-
