label,t0,t1,td
bench_0,1754643967.443000,1754643971.400000,3.957000
trace_0,1754643971.419000,1754643984.060000,12.641000
isaac_0_load,1754643984.079000,1754644011.120000,27.041000
isaac_0_analyze,1754644011.140000,1754644835.470000,824.330000
isaac_0_visualize,1754644835.484000,1754644838.310000,2.826000
isaac_0_pick,1754644838.330000,1754644842.450000,4.120000
isaac_0_cdfg,1754644842.464000,1754644980.000000,137.536000
isaac_0_query,1754644980.019000,1754645012.370000,32.351000
isaac_0_generate,1754645012.383000,1754645015.390000,3.007000
assign_0_enc,1754645015.404000,1754645016.220000,.816000
isaac_0_etiss,1754645016.238000,1754645022.690000,6.452000
seal5_0_splitted,1754645022.703000,1754645226.500000,203.797000
assign_0_seal5,1754645226.514000,1754645227.340000,.826000
etiss_0,1754645227.359000,1754645280.050000,52.691000
compare_0,1754645280.063000,1754645289.010000,8.947000
compare_others_0,1754645289.026000,1754645289.040000,.014000
compare_0_per_instr,1754645289.056000,1754645312.510000,23.454000
assign_0_compare_per_instr,1754645312.531000,1754645313.300000,.769000
filter_0,1754645313.316000,1754645314.530000,1.214000
spec_0_filtered,1754645314.551000,1754645314.880000,.329000
isaac_0_generate_filtered,1754645314.898000,1754645317.680000,2.782000
isaac_0_etiss_filtered,1754645317.695000,1754645321.370000,3.675000
hls_0_filtered,1754645321.389000,1754645595.970000,274.581000
assign_0_hls_filtered,1754645595.985000,1754645596.800000,.815000
select_0_filtered,1754645596.819000,1754645630.260000,33.441000
compare_0_filtered_selected,1754645630.275000,1754645639.210000,8.935000
assign_0_compare_filtered_selected,1754645639.230000,1754645639.240000,.010000
compare_others_0_filtered_selected,1754645639.258000,1754645639.270000,.012000
assign_0_compare_others_filtered_selected,1754645639.288000,1754645639.300000,.012000
retrace_0_filtered_selected,1754645639.318000,1754645650.990000,11.672000
reanalyze_0_filtered_selected,1754645651.005000,1754646114.380000,463.375000
assign_0_util_filtered_selected,1754646114.399000,1754646115.160000,.761000
filter_0_filtered_selected,1754646115.180000,1754646116.360000,1.180000
score_0_filtered2,1754646116.374000,1754646117.070000,.696000
sort_0_filtered2,1754646117.092000,1754646118.330000,1.238000
select_0_filtered2,1754646118.347000,1754646119.490000,1.143000
isaac_0_generate_filtered2_selected,1754646119.510000,1754646122.290000,2.780000
isaac_0_etiss_filtered2_selected,1754646122.301000,1754646125.260000,2.959000
hls_0_filtered2_selected,1754646125.281000,1754646390.580000,265.299000
assign_0_hls_filtered2_selected,1754646390.597000,1754646391.430000,.833000
syn_0_filtered2_selected,1754646536.155000,1754647203.570000,667.415000
assign_0_syn_filtered2_selected,1754647203.590000,1754647203.600000,.010000
filter_0_filtered2_selected,1754647203.621000,1754647203.630000,.009000
score_0_filtered2_selected,1754647203.652000,1754647204.470000,.818000
sort_0_filtered2_selected,1754647204.489000,1754647205.780000,1.291000
select_0_filtered2_selected,1754647205.799000,1754647207.040000,1.241000
isaac_0_generate_final,1754647207.054000,1754647209.870000,2.816000
isaac_0_etiss_final,1754647209.889000,1754647212.910000,3.021000
seal5_0_final,1754647212.924000,1754647431.690000,218.766000
etiss_0_final,1754647431.712000,1754647467.840000,36.128000
compare_0_final,1754647467.854000,1754647477.320000,9.466000
compare_others_0_final,1754647477.334000,1754647477.350000,.016000
retrace_0_final,1754647477.364000,1754647489.870000,12.506000
reanalyze_0_final,1754647489.891000,1754648014.590000,524.699000
