Run,Model,Frontend,Platform,Target,Setup Cycles,Setup Instructions,Run Cycles,Run Instructions,Deinit Cycles,Deinit Instructions,Total Cycles,Total Instructions,Setup CPI,Run CPI,Total CPI,Simulated Instructions,MIPS,Runtime [s],Validation,Run Stage Time [s],Total ROM,Total RAM,ROM read-only,ROM code,ROM misc,RAM data,RAM zero-init data,Compile Stage Time [s],Load Stage Time [s],Run Instructions (rel.),Features,Postprocesses,Comment,Arch
0,md5sum,embench,mlif,etiss,65,65,2018668,2018668,43,43,2018991,2018991,1.0,1.0,1.0,2037280,5.22859,0.02018991,True,0.4373307228088379,70412,5800,3024,67380,8,1708,4092,1.6001276969909668,3.337860107421875e-05,1.0,[],"['config2cols', 'rename_cols', 'compare_rows']",-,rv32im_zicsr_zifencei
1,md5sum,embench,mlif,etiss,64,64,1966443,1966443,42,42,1966760,1966760,1.0,1.0,1.0,1985040,5.10964,0.0196676,True,0.4339427947998047,70392,5800,3024,67360,8,1708,4092,1.5870769023895264,2.4557113647460938e-05,0.9741289800997489,[],"['config2cols', 'rename_cols', 'compare_rows']",-,rv32im_zicsr_zifencei_xisaac
