_Setup Cycles_,_Setup Instructions_,_Run Cycles_,_Run Instructions_,_Deinit Cycles_,_Deinit Instructions_,Total Cycles,Total Instructions,_Setup CPI_,_Run CPI_,Total CPI,_Simulated Instructions_,_MIPS_,_Runtime [s]_,Validation,_Run Stage Time [s]_
53,53,2642670,2642670,42,42,2646822,2646822,1.0,1.0,1.0,2664310,2.32824,0.02646822,True,1.2074286937713623
