instr,dynamic_util_score,static_util_score,util_score
CUSTOM0,0.024359009389475415,0.024359009389475415,0.04871801877895083
CUSTOM1,0.01291364390975222,0.01291364390975222,0.02582728781950444
CUSTOM7,0.01291364390975222,0.01291364390975222,0.02582728781950444
CUSTOM9,0.01291364390975222,0.01291364390975222,0.02582728781950444
CUSTOM11,0.00645682195487611,0.00645682195487611,0.01291364390975222
