Run,Model,Frontend,Platform,Target,Setup Cycles,Setup Instructions,Run Cycles,Run Instructions,Deinit Cycles,Deinit Instructions,Total Cycles,Total Instructions,Setup CPI,Run CPI,Total CPI,Simulated Instructions,MIPS,Runtime [s],Validation,Run Stage Time [s],Total ROM,Total RAM,ROM read-only,ROM code,ROM misc,RAM data,RAM zero-init data,Compile Stage Time [s],Load Stage Time [s],Run Instructions (rel.),Features,Postprocesses,Comment,Arch
0,huffbench,embench,mlif,etiss,54,54,2281930,2281930,43,43,2283132,2283132,1.0,1.0,1.0,2303530,5.13466,0.02283132,True,0.4914562702178955,71796,11408,3016,68772,8,1708,9700,1.5874707698822021,4.172325134277344e-05,1.0,[],"['config2cols', 'rename_cols', 'compare_rows']",-,rv32im_zicsr_zifencei
1,huffbench,embench,mlif,etiss,53,53,2203477,2203477,42,42,2204673,2204673,1.0,1.0,1.0,2225060,5.20436,0.02204673,True,0.4714834690093994,71616,11408,3016,68592,8,1708,9700,1.6122713088989258,2.7179718017578125e-05,0.9656198919335826,[],"['config2cols', 'rename_cols', 'compare_rows']",-,rv32im_zicsr_zifencei_xisaac
