label,t0,t1,td
bench_0,1779447294.129000,1779447303.690000,9.561000
trace_0,1779447303.716000,1779447324.110000,20.394000
isaac_0_load,1779447324.133000,1779447348.170000,24.037000
isaac_0_analyze,1779447348.194000,1779447371.410000,23.216000
isaac_0_visualize,1779447371.439000,1779447380.720000,9.281000
isaac_0_pick,1779447380.743000,1779447389.770000,9.027000
isaac_0_cdfg,1779447389.793000,1779447439.960000,50.167000
isaac_0_query,1779447439.980000,1779447521.120000,81.140000
isaac_0_generate,1779447521.145000,1779447537.410000,16.265000
assign_0_enc,1779447537.429000,1779447539.890000,2.461000
isaac_0_etiss,1779447539.909000,1779447545.260000,5.351000
seal5_0_splitted,1779447545.283000,1779448300.750000,755.467000
assign_0_seal5,1779448300.774000,1779448303.330000,2.556000
etiss_0,1779448303.350000,1779448344.570000,41.220000
compare_0,1779448344.596000,1779448369.760000,25.164000
compare_0_per_instr,1779448369.785000,1779448420.030000,50.245000
assign_0_compare_per_instr,1779448420.056000,1779448422.650000,2.594000
filter_0,1779448422.678000,1779448425.560000,2.882000
spec_0_filtered,1779448425.580000,1779448427.570000,1.990000
isaac_0_generate_filtered,1779448427.591000,1779448442.700000,15.109000
isaac_0_etiss_filtered,1779448442.724000,1779448447.170000,4.446000
fake_hls_0_filtered,1779448447.194000,1779448450.760000,3.566000
assign_0_fake_hls_filtered,1779448450.780000,1779448454.170000,3.390000
select_0_filtered,1779448454.198000,1779448722.560000,268.362000
isaac_0_etiss_filtered_selected,1779448722.580000,1779448726.790000,4.210000
fake_hls_0_filtered_selected,1779448726.814000,1779448729.640000,2.826000
assign_0_fake_hls_filtered_selected,1779448729.670000,1779448731.320000,1.650000
compare_0_filtered_selected,1779448731.342000,1779448754.110000,22.768000
assign_0_compare_filtered_selected,1779448754.137000,1779448754.160000,.023000
retrace_0_filtered_selected,1779448754.185000,1779448772.350000,18.165000
reanalyze_0_filtered_selected,1779448772.378000,1779448945.840000,173.462000
assign_0_util_filtered_selected,1779448945.865000,1779448947.560000,1.695000
etiss_perf_0_filtered_selected,1779448947.582000,1779449556.410000,608.828000
compare_perf_0_filtered_selected,1779449556.433000,1779449655.530000,99.097000
retrace_perf_0_filtered_selected,1779449655.558000,1779449667.950000,12.392000
report_0,1779449667.979000,1779449669.610000,1.631000
