,Model,Arch,Run Instructions,Run Instructions (rel.),Total ROM,Total RAM,ROM code,ROM code (rel.)
0,ud,rv32im_zicsr_zifencei,2520073,1.0,4176,2980,4100,1.0
1,ud,rv32im_zicsr_zifencei_xisaaccustom0single_xisaaccustom2single,2404789,0.9542537061426396,4140,2980,4064,0.991219512195122
