_Setup Cycles_,_Setup Instructions_,_Run Cycles_,_Run Instructions_,_Deinit Cycles_,_Deinit Instructions_,Total Cycles,Total Instructions,_Setup CPI_,_Run CPI_,Total CPI,_Simulated Instructions_,_MIPS_,_Runtime [s]_,Validation,PerfSim Instructions,PerfSim Cycles,PerfSim CPI,_Run Stage Time [s]_
80,64,2225839,1966443,50,42,2226211,1966760,1.25,1.1319112732990482,1.1319179767739835,1985040,3.92843,0.02226211,True,1985043,2249594,1.13327,1.7060747146606445
