_Setup Cycles_,_Setup Instructions_,_Run Cycles_,_Run Instructions_,_Deinit Cycles_,_Deinit Instructions_,Total Cycles,Total Instructions,_Setup CPI_,_Run CPI_,Total CPI,_Simulated Instructions_,_MIPS_,_Runtime [s]_,Validation,_Run Stage Time [s]_
84,84,2415224,2415224,43,43,2419112,2419112,1.0,1.0,1.0,2439490,3.61146,0.02419112,True,0.7056982517242432
