Run,Model,Frontend,Platform,Target,Setup Cycles,Setup Instructions,Run Cycles,Run Instructions,Deinit Cycles,Deinit Instructions,Total Cycles,Total Instructions,Setup CPI,Run CPI,Total CPI,Simulated Instructions,MIPS,Runtime [s],Validation,Run Stage Time [s],Total ROM,Total RAM,ROM read-only,ROM code,ROM misc,RAM data,RAM zero-init data,Compile Stage Time [s],Load Stage Time [s],Run Instructions (rel.),Features,Postprocesses,Comment,Arch
0,tarfind,embench,mlif,etiss,84,84,1213490,1213490,43,43,1213830,1213830,1.0,1.0,1.0,1234350,3.21214,0.0121383,True,0.4240598678588867,69500,11700,2512,66980,8,1708,9992,1.3146405220031738,3.457069396972656e-05,1.0,[],"['config2cols', 'rename_cols', 'compare_rows']",-,rv32im_zicsr_zifencei
1,tarfind,embench,mlif,etiss,84,84,996350,996350,43,43,996690,996690,1.0,1.0,1.0,1016940,3.78513,0.0099669,True,0.3067512512207031,69468,11700,2512,66948,8,1708,9992,1.2414593696594238,2.1457672119140625e-05,0.8210615662263389,[],"['config2cols', 'rename_cols', 'compare_rows']",-,rv32im_zicsr_zifencei_xisaac
