instr,dynamic_util_score,static_util_score,util_score
CUSTOM17,0.012929273494959273,0.012929273494959273,0.025858546989918546
CUSTOM2,0.025290366025784595,0.025290366025784595,0.05058073205156919
CUSTOM24,0.0064646367474796365,0.0064646367474796365,0.012929273494959273
CUSTOM26,0.012929273494959273,0.012929273494959273,0.025858546989918546
CUSTOM28,0.00863093940755861,0.00863093940755861,0.01726187881511722
CUSTOM8,0.012929273494959273,0.012929273494959273,0.025858546989918546
